key,level,name,full_name,description,shade,parent
1997,5,DotNET GCP Bigtable,Data Services##Database Services##NoSQL Services##GCP Bigtable##DotNET GCP Bigtable,GCP Bigtable instances using .NET SDK,"rgb(34, 101, 176)",2032
1998,5,DotNET GCP PubSub Publishers,System Interaction##Communication Services##Messaging Services##GCP Pub-Sub##DotNET GCP PubSub Publishers,DotNET GCP PubSub Publishers,"rgb(25, 107, 196)",2033
1999,5,DotNET GCP PubSub Subscribers,System Interaction##Communication Services##Messaging Services##GCP Pub-Sub##DotNET GCP PubSub Subscribers,DotNET GCP PubSub Subscribers,"rgb(25, 107, 196)",2033
2000,5,DotNET GCP PubSub Subscriptions,System Interaction##Communication Services##Messaging Services##GCP Pub-Sub##DotNET GCP PubSub Subscriptions,DotNET GCP PubSub Subscriptions,"rgb(25, 107, 196)",2033
2001,5,DotNET GCP Storage,Data Services##Data File Services##File Storage##GCP Storage##DotNET GCP Storage,CGP Storage Blob using CGP .NET SDK access,"rgb(25, 107, 196)",2034
2004,5,DotNET Memcached,Data Services##Database Services##NoSQL Services##Memcached##DotNET Memcached,DotNET Memcached data ,"rgb(12, 136, 65)",1853
2005,5,DotNET MongoDB,Data Services##Database Services##NoSQL Services##MongoDB##DotNET MongoDB,DotNET MongoDB,"rgb(11, 178, 11)",1859
2006,5,DotNET MyBatis Queries,Services##Logic Services##Data Access Services##MyBatis for .NET##DotNET MyBatis Queries,DotNET MyBatis Queries,"rgb(137, 99, 6)",3263
3030,5,DotNET OData Services Call,Services##Logic Services##Business Logic Communication##DotNET Communication##DotNET OData Services Call,DotNET OData Services Call,"rgb(158, 28, 250)",1994
2009,5,DotNET SOAP Services,System Interaction##Communication Services##Exposed API##ASP.NET Exposed Services##DotNET SOAP Services,DotNET SOAP Services,"rgb(103, 48, 176)",1901
2010,5,DotNET Soap Services Call,Services##Logic Services##Business Logic Communication##DotNET Communication##DotNET Soap Services Call,DotNET Soap Services Call,"rgb(103, 48, 176)",1994
2011,5,DotNET Web Services Call,Services##Logic Services##Business Logic Communication##DotNET Communication##DotNET Web Services Call,DotNET Web Services Call,"rgb(103, 48, 176)",1994
2012,5,DotNET XAML Classes,User Interaction##Screen Interaction##Rich Client Presentation##DotNET Presentation##DotNET XAML Classes,DotNET XAML Classes,"rgb(103, 48, 176)",2007
2013,5,DotNET XAML UI,User Interaction##Screen Interaction##Rich Client Presentation##DotNET Presentation##DotNET XAML UI,.NET XAML UI,"rgb(103, 48, 176)",2007
2014,5,DotNET gRPC Services,System Interaction##Communication Services##Exposed API##ASP.NET Exposed Services##DotNET gRPC Services,DotNET gRPC Service Methods,"rgb(103, 48, 255)",1901
2015,5,DotNET gRPC Services Call,Services##Logic Services##Business Logic Communication##gRPC for .NET##DotNET gRPC Services Call,DotNet call to gRPC service method,"rgb(103, 48, 255)",30
2016,5,DotNet Azure Service Bus Publishers,System Interaction##Communication Services##Messaging Services##Azure Service Bus##DotNet Azure Service Bus Publishers,All publishers created using Azure Service Bus .NET SDK,"rgb(37, 172, 186)",1947
2017,5,DotNet Azure Service Bus Receivers,System Interaction##Communication Services##Messaging Services##Azure Service Bus##DotNet Azure Service Bus Receivers,All receivers created using Azure Service Bus .NET SDK,"rgb(37, 172, 186)",1947
2018,5,DotNet Azure WebJobs,Services##Logic Services##Business Logic##Azure WebJobs##DotNet Azure WebJobs,DotNet Azure WebJobs,"rgb(10, 120, 241)",1948
2019,5,DotNet Call to Azure Function,Services##Logic Services##Business Logic##Azure Function##DotNet Call to Azure Function,DotNet Call to Azure Function,"rgb(57, 164, 231)",1945
2020,5,DotNet Call to Azure WebJobs,Services##Logic Services##Business Logic##Azure WebJobs##DotNet Call to Azure WebJobs,DotNet Call to Azure WebJobs,"rgb(57, 164, 231)",1948
2990,5,DotNet RabbitMQ Publishers,System Interaction##Communication Services##Messaging Services##RabbitMQ for .NET##DotNet RabbitMQ Publishers,DotNet RabbitMQ Publishers,"rgb(251, 120, 0)",3097
2991,5,DotNet RabbitMQ Receivers,System Interaction##Communication Services##Messaging Services##RabbitMQ for .NET##DotNet RabbitMQ Receivers,DotNet RabbitMQ Receivers,"rgb(251, 120, 0)",3097
2021,5,DotNet SignalR Call to Hub,System Interaction##Communication Services##Messaging Services##SignalR##DotNet SignalR Call to Hub,SignalR Call to Hub using .NET SDK,"rgb(57, 164, 231)",2203
2022,5,DotNet SignalR Hub,System Interaction##Communication Services##Messaging Services##SignalR##DotNet SignalR Hub,SignalR Hub using .NET SDK,"rgb(57, 164, 231)",2203
2028,5,ESDS VSAM Files,Data Services##Data File Services##DataSet Storage##DataSet Files##ESDS VSAM Files,ESDS VSAM Files,"rgb(18, 134, 192)",1978
3353,5,EclipseLink Entity,Services##Logic Services##Data Access Services##EclipseLink##EclipseLink Entity,EclipseLink,"rgb(202, 10, 10)",369
2023,5,Entity  Framework Entity,Services##Logic Services##Data Access Services##Entity Framework##Entity  Framework Entity,EntityFramework,"rgb(120, 37, 210)",2029
2024,5,Entity Framework Core Entity,Services##Logic Services##Data Access Services##Entity Framework##Entity Framework Core Entity,Entity Framework Entity,"rgb(120, 37, 210)",2029
2030,5,Falcon Exposed API,System Interaction##Communication Services##Exposed API##Python Exposed Services##Falcon Exposed API,Exposed API using Falcon library,"rgb(91, 176, 48)",2176
2031,5,Flask Exposed API,System Interaction##Communication Services##Exposed API##Python Exposed Services##Flask Exposed API,Exposed API using Flask library,"rgb(91, 176, 48)",2176
2035,5,GDG Files,Data Services##Data File Services##DataSet Storage##DataSet Files##GDG Files,A generation data group (GDG) is a collection of historically related non-VSAM data sets that are arranged in chronological order,"rgb(18, 134, 192)",1978
2036,5,GSAM Files,Data Services##Data File Services##DataSet Storage##DataSet Files##GSAM Files,GSAM Files,"rgb(18, 134, 192)",1978
3340,5,GWT Remote Operation,User Interaction##Web Interaction##Web Presentation##Google GWT##GWT Remote Operation,GWT Remote Operation,"rgb(227, 36, 0)",288
3339,5,GWT Service Call,User Interaction##Web Interaction##Web Presentation##Google GWT##GWT Service Call,GWT Service Call,"rgb(227, 36, 0)",288
3199,5,GWT View,User Interaction##Web Interaction##Web Presentation##Google GWT##GWT View,GWT Views,"rgb(227, 40, 0)",288
2037,5,HTML Pages,User Interaction##Web Interaction##Web Presentation##HTML Templates##HTML Pages,HTML Source code as files or fragments,"rgb(227, 76, 2)",18
3411,5,Handlebars Sources Code,User Interaction##Web Interaction##Web Presentation##HTML Templates##Handlebars Sources Code,Handlebars Sources Code,"rgb(227, 76, 2)",18
3354,5,Hibernate v2 Entity,Services##Logic Services##Data Access Services##Hibernate v2##Hibernate v2 Entity,Hibernate v2 Entity and Operation Entity,"rgb(202, 10, 10)",3343
2062,5,Hibernate v3+ Entity,Services##Logic Services##Data Access Services##Hibernate v3##Hibernate v3+ Entity,Hibernate v3+ Entity and Operation Entity,"rgb(202, 10, 10)",3344
3845,5,IBM MQ Consumers,System Interaction##Communication Services##Messaging Services##IBM MQ for Java##IBM MQ Consumers,IBM MQ Java Queue Consumer,"rgb(45, 177, 210)",295
3842,5,IBM MQ Producers,System Interaction##Communication Services##Messaging Services##IBM MQ for Java##IBM MQ Producers,IBM MQ Java Queue Producers,"rgb(81, 45, 210)",295
3843,5,IBM MQ Topic Publishers,System Interaction##Communication Services##Messaging Services##IBM MQ for Java##IBM MQ Topic Publishers,IBM MQ Java Topic Publisher,"rgb(45, 177, 210)",295
3844,5,IBM MQ Topic Subscribers,System Interaction##Communication Services##Messaging Services##IBM MQ for Java##IBM MQ Topic Subscribers,IBM MQ Java Topic Subscriber,"rgb(81, 45, 210)",295
2041,5,IBM MQSeries Publishers,System Interaction##Communication Services##Messaging Services##IBM MQ##IBM MQSeries Publishers,IBM MQSeries Publishers,"rgb(24, 148, 198)",2040
2042,5,IBM MQSeries Subscribers,System Interaction##Communication Services##Messaging Services##IBM MQ##IBM MQSeries Subscribers,IBM MQSeries Subscribers,"rgb(24, 148, 198)",2040
2045,5,IMS Files,Services##Logic Services##Data Access Services##IMS Data File Access##IMS Files,IMS Files,"rgb(18, 134, 192)",2044
2046,5,IMS PCB,Services##Logic Services##Data Access Services##IMS Data File Access##IMS PCB,IMS DB PCB/IMS GSAM PCB/IMS Unknwon PCB,"rgb(18, 68, 192)",2044
2047,5,IMS PSB,Services##Logic Services##Data Access Services##IMS Data File Access##IMS PSB, JCL External PSB and Cobol PSB those are unknown PSB that mean some PSB not resolved and so without PCB,"rgb(18, 68, 192)",2044
2049,5,IMS Presentation,User Interaction##Screen Interaction##Terminal Presentation##Mainframe Presentation##IMS Presentation,"IMS Message Output and Input Descriptors
IMS Message Format Service
MFS MOD, MFS MOD, MFS FMT","rgb(18, 68, 192)",2127
2050,5,JAX-RS Exposed API,System Interaction##Communication Services##Exposed API##JEE Exposed Services##JAX-RS Exposed API,JAX-RS Exposed API,"rgb(210, 20, 20)",2056
2053,5,JCL Libraries,System Interaction##Batch Services##Script Batch Interfaces##JCL Batch Processing##JCL Libraries,"JCL libraries are collections of Job Control Language (JCL) statements and procedures used to define and manage batch jobs on IBM mainframes. They include JCL statements for job configuration, reusable procedures, cataloged procedures for code reuse, and system libraries with standard utilities.","rgb(59, 18, 192)",2051
2054,5,JCL Query,Services##Logic Services##Data Access Services##JCL Data Access##JCL Query,JCL Queries,"rgb(59, 18, 192)",2052
3219,5,JCL Run Java Program,System Interaction##Communication Services##Business Process Services##Run Service##JCL Run Java Program,Direct execution of a Java program from JCL,"rgb(192, 50, 80)",3216
3349,5,JDBC Query,Services##Logic Services##Data Access Services##JDBC##JDBC Query,JDBC SQL Query & JDBC Unknown SQL Query,"rgb(184, 34, 34)",1884
3348,5,JDBI Query,Services##Logic Services##Data Access Services##Jdbi##JDBI Query,JDBI SQL Query & JDBI Unknown SQL Query,"rgb(184, 34, 34)",406
2057,5,JFace UI,User Interaction##Screen Interaction##Rich Client Presentation##Eclipse SWT JFace##JFace UI,JFace UI,"rgb(225, 20, 20)",398
2059,5,JPA Entity,Services##Logic Services##Data Access Services##JPA##JPA Entity,JPA Entities and Entity Operations,"rgb(202, 10, 10)",3178
3813,5,JPA Query,Services##Logic Services##Data Access Services##JPA##JPA Query,,"rgb(202, 10, 10)",3178
3427,5,JSF UI Components,User Interaction##Screen Interaction##Rich Client Presentation##JavaServer Faces##JSF UI Components,JSF UI Components,"rgb(182, 30, 10)",399
2063,5,JSP Pages,User Interaction##Web Interaction##Web Presentation##Java Web Presentation##JSP Pages,JSP Pages,"rgb(194, 11, 11)",2117
3412,5,Jade Sources Code,User Interaction##Web Interaction##Web Presentation##HTML Templates##Jade Sources Code,Jade Sources Code,"rgb(227, 76, 2)",18
3350,5,Jakarta Persistence Entity,Services##Logic Services##Data Access Services##Jakarta Persistence##Jakarta Persistence Entity,Jakarta Persistence,"rgb(202, 10, 10)",3342
2064,5,Java AWS API Gateway,System Interaction##Communication Services##Exposed API##AWS API Gateway##Java AWS API Gateway,AWS API Gaetway using the Java SDK,"rgb(198, 153, 8)",1873
2065,5,Java AWS DynamoDB,Data Services##Database Services##NoSQL Services##AWS DynamoDB##Java AWS DynamoDB,Java AWS DynamoDB,"rgb(9, 130, 221)",1867
2066,5,Java AWS Lambda handler,Services##Logic Services##Business Logic##AWS Lambda##Java AWS Lambda handler,Java AWS Lambda handler ,"rgb(250, 126, 20)",1865
2067,5,Java AWS S3,Data Services##Data File Services##File Storage##AWS S3##Java AWS S3,AWS S3 using AWS Java SDK access,"rgb(235, 9, 9)",1866
2068,5,Java AWS SNS Publishers,System Interaction##Communication Services##Messaging Services##AWS SNS##Java AWS SNS Publishers,Java AWS SNS Publishers,"rgb(111, 42, 202)",1871
2069,5,Java AWS SNS Subscribers,System Interaction##Communication Services##Messaging Services##AWS SNS##Java AWS SNS Subscribers,Java AWS SNS Subscribers,"rgb(111, 42, 202)",1871
2070,5,Java AWS SQS Publishers,System Interaction##Communication Services##Messaging Services##AWS SQS##Java AWS SQS Publishers,Java AWS SQS Publishers ,"rgb(180, 138, 3)",1872
2071,5,Java AWS SQS Subscribers,System Interaction##Communication Services##Messaging Services##AWS SQS##Java AWS SQS Subscribers,Java AWS SQS Subscribers,"rgb(180, 138, 3)",1872
2072,5,Java AWT UI,User Interaction##Screen Interaction##Rich Client Presentation##Java AWT##Java AWT UI,Java AWT SWT UI,"rgb(225, 20, 20)",137
2073,5,Java ActiveMQ Publishers,System Interaction##Communication Services##Messaging Services##ActiveMQ##Java ActiveMQ Publishers,Java ActiveMQ Publishers,"rgb(213, 10, 10)",1910
2074,5,Java ActiveMQ Subscribers,System Interaction##Communication Services##Messaging Services##ActiveMQ##Java ActiveMQ Subscribers,Java ActiveMQ Subscribers,"rgb(213, 10, 10)",1910
2075,5,Java Apache Cassandra,Services##Logic Services##Data Access Services##Apache Cassandra##Java Apache Cassandra,Apache Cassandra SDK for Java,"rgb(188, 21, 21)",129
2076,5,Java Apache Lucene,Data Services##Database Services##NoSQL Services##Apache Lucene##Java Apache Lucene,Java Apache Lucene Indexes,"rgb(18, 160, 40)",3035
3033,5,Java Apache Solr,Data Services##Database Services##NoSQL Services##Apache Solr##Java Apache Solr,Java Apache Solr Indexes,"rgb(229, 29, 29)",3032
2077,5,Java Azure Blob,Data Services##Data File Services##File Storage##Azure Blob for Java##Java Azure Blob,Azure Blob using Azure Java SDK access,"rgb(57, 164, 231)",3736
2078,5,Java Azure CosmosDB,Data Services##Database Services##NoSQL Services##Azure Cosmos DB##Java Azure CosmosDB,Java Azure CosmosDB Collections,"rgb(16, 65, 223)",1943
2079,5,Java Azure Event Hub Publishers,System Interaction##Communication Services##Messaging Services##Azure Event Hub##Java Azure Event Hub Publishers,All publishers created using Azure Event Hub Java SDK,"rgb(12, 182, 20)",1944
2080,5,Java Azure Event Hub Receivers,System Interaction##Communication Services##Messaging Services##Azure Event Hub##Java Azure Event Hub Receivers,All receivers created using Azure Event Hub Java SDK,"rgb(12, 182, 20)",1944
2081,5,Java Azure Function,Services##Logic Services##Business Logic##Azure Function##Java Azure Function,Java Azure Function,"rgb(10, 120, 241)",1945
2082,5,Java Azure HttpTrigger,System Interaction##Communication Services##Exposed API##Azure HttpTrigger##Java Azure HttpTrigger,Java Azure HttpTrigger,"rgb(53, 185, 217)",1946
